DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2010-2011 OVERALL GRADE,2010-2011 OVERALL SCORE,2010-2011 ENVIRONMENT CATEGORY SCORE,2010-2011 ENVIRONMENT GRADE,2010-2011 PERFORMANCE CATEGORY SCORE,2010-2011 PERFORMANCE GRADE,2010-2011 PROGRESS CATEGORY SCORE,2010-2011 PROGRESS GRADE,2010-2011 ADDITIONAL CREDIT,2009-10 PROGRESS REPORT GRADE
16K035,16,M.S. 035 Stephen Decatur,Jacklyn Charles-Marcus,EMS,Middle,2.2,A ,70.3,11.7,A ,10.6,B ,41,A ,7,A
16K040,16,P.S. 040 George W. Carver,Leonie Hibbert,EMS,Elementary,58.57,A ,80.3,7.9,B ,9,C ,56.4,A ,7,A
16K057,16,J.H.S. 057 Whitelaw Reid,Celeste Douglas,EMS,Middle,2.21,C ,36.3,9.2,A ,6.4,D ,20.1,C ,0.5,C
16K081,16,P.S. 081 Thaddeus Stevens,Cheryl Ault- Baker,EMS,Elementary,64.55,B ,41,6.1,B ,6,C ,24.9,B ,4,B
16K243,16,P.S. 243K- The Weeksville School,Karen Hambright-Glove,EMS,Elementary,64.92,C ,37.5,7.1,B ,5.5,D ,23.9,C ,1,C
16K262,16,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,Joeletha Ferguson,EMS,Elementary,61.91,A ,68.1,6.8,B ,16.4,A ,38.8,A ,6,A
16K267,16,"M.S. 267 Math, Science & Technology",Patricia King,EMS,Middle,2.15,A ,64.4,10.3,A ,11.4,B ,34.7,B ,8,B
16K308,16,P.S. 308 Clara Cardwell,Renata Clement,EMS,K-8,58.83,D ,18.3,4.8,C ,5.3,D ,7.2,F ,1,C
16K309,16,P.S. 309 The George E. Wibecan Preparatory Academy,Emily Zucal,EMS,Elementary,60.66,C ,35.7,8,B ,4,D ,21.6,C ,2,C
16K335,16,P.S. 335 Granville T. Woods,Dr. Laverne Nimmons,EMS,Elementary,65.93,A ,64.9,6.7,B ,13.7,B ,36.5,A ,8,B
16K385,16,"School of Business, Finance and Entrepreneurship",Glyn Marryshow,EMS,Middle,1.85,B ,57.9,4.7,C ,12.9,B ,31.8,B ,8.5,A
16K393,16,Frederick Douglass Academy IV Secondary School,Elvin Crespo,EMS,Middle,2.48,F ,12.3,3.5,C ,4.4,D ,2.9,F ,1.5,F
16K534,16,Upper School @ P.S. 25,William Cooper,EMS,Middle,2.09,B ,45.7,5.2,C ,6.5,C ,30.5,B ,3.5,C
16K584,16,M.S. 584,Gilleyan J. Hargrove,EMS,Middle,2.07,C ,35.4,5.1,C ,4.6,D ,25.2,B ,0.5,C
16K627,16,Brighter Choice Community School,Fabayo Mcintosh,EMS,Elementary,58.49,,,,,,,,,,D
16K628,16,Brooklyn Brownstone School,Nakia Haskins,EC,K-3,53.01,,,,,,,,,,
16K636,16,Young Scholars' Academy for Discovery and Explorat,Danika Lacroix,EMS,Elementary,64.53,A ,88.6,10.2,A ,12,B ,57.9,A ,8.5,A
17K002,17,M.S. 002,Adrienne Spencer,EMS,Middle,2.33,B ,55.2,11.7,A ,8.5,C ,30.5,B ,4.5,B
17K006,17,P.S. 006,Ellen Carlisle,EMS,Elementary,61.64,B ,44.2,7.5,B ,9.2,C ,25.9,B ,1.5,B
17K012,17,P.S. 012,Nyree Dixon,EMS,Elementary,56.34,C ,32.7,4,C ,4.9,D ,21.2,C ,2.5,B
17K022,17,P.S. 022,Carlen Padmore-Gateau,EMS,Elementary,65.27,F ,17.3,2.2,F ,4,D ,9.5,F ,1.5,C
17K061,17,M.S. 061 Dr. Gladstone H. Atwell,Sandra Taylor,EMS,Middle,2.79,C ,35.9,5.4,C ,4.6,D ,19.4,C ,6.5,C
17K091,17,P.S. 091 The Albany Avenue School,Tessa Alleyne,EMS,Elementary,67.08,D ,21.4,4.2,C ,7.3,C ,8.4,F ,1.5,C
17K092,17,P.S. 092 Adrian Hegeman,Ms. Diana Rahmaan,EMS,Elementary,61.7,C ,36.1,8.5,A ,7.6,C ,19.5,C ,0.5,C
17K138,17,P.S. 138 Brooklyn,Ms. Marie Chauvet-Monchik,EMS,K-8,61,B ,50.9,8.5,A ,9.2,C ,27.7,B ,5.5,A
17K161,17,P.S. 161 The Crown,Ms. Deborah Barrett,EMS,K-8,51.9,D ,20.4,4.6,C ,5,D ,10.8,D ,0,C
17K167,17,P.S. 167 The Parkway,Marc Mardy,EMS,Elementary,65.37,C ,33.5,3,D ,3.7,D ,23.8,C ,3,C
17K181,17,P.S. 181 Brooklyn,Lowell Coleman,EMS,K-8,56.64,B ,47,3.4,D ,8,C ,31.6,B ,4,C
17K189,17,P.S. 189 Lincoln Terrace,Ms. Berthe G. Faustin,EMS,K-8,57.77,A ,89.4,9.9,A ,14.4,A ,53.1,A ,12,B
17K191,17,P.S. 191 Paul Robeson,Mrs. Elsi Capolongo,EMS,Elementary,63.8,B ,53.7,7.8,B ,5.6,D ,34.8,A ,5.5,C
17K221,17,P.S. 221 Toussaint L'Ouverture,Clara Moodie-Kirkland,EMS,Elementary,61.29,A ,59,9.3,A ,8.5,C ,37.1,A ,4,C
17K241,17,P.S. 241 Emma L. Johnston,Frantz Lucius,EMS,Elementary,62.35,A ,64.6,7.6,B ,15.6,A ,36.4,A ,5,C
17K246,17,M.S. 246 Walt Whitman,Bently Warrington,EMS,Middle,1.98,B ,47.8,6.2,B ,7.1,C ,31,B ,3.5,B
17K249,17,P.S. 249 The Caton,Ms. Elisa Brown,EC,K-3,60.54,A ,65.7,13.4,A ,17.5,A ,22.8,A ,12,A
17K289,17,P.S. 289 George V. Brower,Mr. Dennis O. Jeffers,EMS,Elementary,59.1,C ,38.7,5,C ,7.7,C ,25,B ,1,B
17K316,17,P.S. 316 Elijah Stroud,Elif Gure,EMS,Elementary,59.64,C ,34.3,6.3,B ,8.3,C ,18.2,C ,1.5,A
17K334,17,Middle School for Academic and Social Excellence,Andrea Whitehurst,EMS,Middle,1.94,C ,41.4,3.7,C ,6.5,C ,28.2,B ,3,B
17K340,17,I.S. 340,Mrs. Jean Williams,EMS,Middle,3.31,C ,14,4.3,C ,3.4,D ,4.3,F ,2,B
17K352,17,Ebbets Field Middle School,Margie Baker,EMS,Middle,2.19,B ,52.9,6.5,B ,6.6,C ,34.7,B ,5,B
17K353,17,Elijah Stroud Middle School,Claudette Essor,EMS,Middle,1.91,B ,45.2,10.5,A ,8.1,C ,25.6,B ,1,A
17K354,17,The School of Integrated Learning,Monique Campbell,EMS,Middle,1.88,B ,58.1,8.2,B ,11,B ,30.9,B ,8,A
17K375,17,P.S. 375 Jackie-Robinson School,Ms. Marion Wilson,EMS,Elementary,61.15,A ,89.2,9.8,A ,13.3,B ,55.6,A ,10.5,B
17K382,17,Academy for College Preparation and Career Explora,Doris Unger,EMS,Middle,2.55,B ,47.7,4.9,C ,7.9,C ,29.8,B ,5,D
17K394,17,M.S. K394,Ms. Claudette Murray,EMS,K-8,58.81,B ,46.7,11.9,A ,8.4,C ,20.8,C ,5.5,C
17K397,17,P.S. 397 Foster-Laurie,Nancy Colon,EMS,Elementary,60.82,B ,50.2,9.5,A ,6.9,C ,32.3,B ,1.5,B
17K398,17,P.S. 398 Walter Weaver,Diane Danay-Caban,EMS,Elementary,67,B ,43.8,3.8,C ,10.1,B ,25.9,B ,4,B
17K399,17,P.S. 399 Stanley Eugene Clark,Marion J. Brown,EMS,Elementary,58.55,B ,54.3,10.9,A ,15.8,A ,26.1,B ,1.5,A
17K484,17,Ronald Edmonds Learning Center II,Herbert Daughtry,EMS,Middle,1.99,A ,65.8,6.5,B ,11.3,B ,42.5,A ,5.5,C
17K531,17,"School for Human Rights, The",Michael Alexander,EMS,Middle,2.36,C ,38.2,14,A ,7.3,C ,16.4,C ,0.5,B
17K533,17,School for Democracy and Leadership,Rebecca Ostro,EMS,Middle,2.3,D ,16.8,3.9,C ,5.1,D ,7.7,F ,0,C
17K543,17,"Science, Technology and Research Early College Hig",Dr. Eric L. Blake,EMS,Middle,3.18,B ,44,9,A ,8.8,C ,25.2,B ,1,C
17K587,17,Middle School for the Arts,Susan Hobson-Ransom,EMS,Middle,2.11,D ,14.6,4.4,C ,2.9,F ,4.8,F ,2.5,C
17K590,17,Medgar Evers College Preparatory School,Dr. Michael A. Wiltshire,EMS,Middle,3.77,C ,40.5,9.3,A ,12.1,B ,19.1,C ,0,B
18K066,18,P.S. 66,Lucille Jackson,EMS,K-8,51.32,B ,49.1,9.1,A ,11.5,B ,24.4,C ,4,A
18K068,18,I.S. 068 Isaac Bildersee,Merve Williams,EMS,Middle,2.25,B ,44,5,C ,6.6,C ,28.9,B ,3.5,C
18K114,18,P.S. 114 Ryder Elementary,Darwin Smith,EMS,Elementary,53.89,C ,34.8,2.7,D ,4.1,D ,26,B ,2,D
18K115,18,P.S. 115 Daniel Mucatel School,Denis Guerin,EMS,Elementary,52.45,B ,44,6.6,B ,10.1,B ,24.2,C ,3,B
18K135,18,P.S. 135 Sheldon A. Brookner,Trevlyn Mcrae,EMS,Elementary,58.72,B ,49.5,8.9,A ,9.1,C ,30,B ,1.5,B
18K208,18,P.S. 208 Elsa Ebeling,Ms. Kristy Parris,EMS,Elementary,54.27,B ,44.1,10,A ,8.6,C ,25,B ,0.5,B
18K211,18,I.S. 211 John Wilson,Buffie Simmons-Peart,EMS,Middle,2.43,A ,61.8,8.5,B ,10.8,B ,37,A ,5.5,B
18K219,18,P.S. 219 Kennedy-King,Ms. Winsome Smith,EMS,Elementary,60.32,B ,53,6.3,B ,9,C ,34.2,A ,3.5,C
18K233,18,P.S. 233 Langston Hughes,Denean Stephens-Spellman,EMS,Elementary,58.54,C ,26.8,7.1,B ,6.7,C ,13,D ,0,C
18K235,18,P.S. 235 Lenox School,Lisa Solitario,EMS,K-8,49.73,A ,66.6,9.2,A ,15.3,A ,39.6,A ,2.5,B
18K244,18,P.S. 244 Richard R. Green,Ms. Grace Alesia,EMS,Elementary,57.88,A ,63.7,11,A ,10,C ,36.2,A ,6.5,B
18K268,18,P.S. 268 Emma Lazarus,Vangela Kirton,EMS,Elementary,60.53,B ,56,9.7,A ,6.2,C ,37.1,A ,3,C
18K272,18,P.S. 272 Curtis Estabrook,Dakota Keyes,EMS,Elementary,62.58,F ,14.2,4.1,C ,4.2,D ,5.4,F ,0.5,C
18K276,18,P.S. 276 Louis Marshall,Yasmine Fidelia,EMS,Elementary,55.12,B ,56.3,8.1,B ,6.8,C ,37.4,A ,4,C
18K279,18,P.S. 279 Herman Schreiber,Lorenzo Chambers,EMS,Elementary,56.24,C ,32.8,3.6,D ,8.4,C ,20.2,C ,0.5,C
18K285,18,I.S. 285 Meyer Levin,Mr. Frederick A. Underwood,EMS,Middle,2.68,B ,44.7,4.8,C ,7.7,C ,28.2,B ,4,C
18K366,18,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,Ingrid Thomas-Clark,EMS,Middle,2.42,B ,51,11.7,A ,8.2,C ,28.1,B ,3,
18K581,18,East Flatbush Community Research School,David Manning,EMS,Middle,2.04,D ,21.4,6.8,B ,2.8,F ,10.3,D ,1.5,C
18K588,18,Middle School for Art and Philosophy,Andrew Buck,EMS,Middle,2.28,C ,29.5,1.2,F ,6,D ,19.3,C ,3,C
18K598,18,Middle School of Marketing and Legal Studies,Jameela Horton-Ball,EMS,Middle,2.35,B ,53.7,9.8,A ,10.1,C ,29.8,B ,4,C
19K007,19,P.S. 007 Abraham Lincoln,Nydia Acevedo,EMS,Elementary,59.77,A ,60.6,8,B ,11.7,B ,36.4,A ,4.5,B
19K013,19,P.S. 013 Roberto Clemente,Barbara Ashby,EMS,Elementary,61.59,C ,30.8,4.6,C ,6.2,C ,19,C ,1,C
19K065,19,P.S. 065,Daysi Garcia,EMS,Elementary,57.47,B ,47.8,12.1,A ,13.8,B ,20.4,C ,1.5,A
19K072,19,P.S./I.S. 072 Annette P Goldman,Valena Welch Woodley,EMS,Middle,1.87,,,,,,,,,,
19K089,19,P.S. 089 Cypress Hills,Irene Leon,EMS,K-8,64.68,B ,48.1,10.1,A ,4.7,D ,31.8,B ,1.5,B
19K108,19,P.S. 108 Sal Abbracciamento,Constance Hahn,EMS,Elementary,58.33,B ,47.4,8.6,A ,9.6,C ,24.7,B ,4.5,B
19K149,19,P.S. 149 Danny Kaye,Enid Silvera,EMS,Elementary,62.83,C ,38,5.2,C ,8.6,C ,22.7,C ,1.5,C
19K158,19,P.S. 158 Warwick,Audrey Wilson,EMS,Elementary,62.14,B ,44.2,7.2,B ,7.1,C ,27.9,B ,2,C
19K159,19,P.S. 159 Isaac Pitkin,Monica Duncan,EMS,Elementary,49.44,B ,44.8,6.4,B ,4.6,D ,30.8,B ,3,C
19K166,19,J.H.S. 166 George Gershwin,Maria Ortega,EMS,Middle,1.84,C ,35.4,3.1,D ,5.1,D ,24.2,C ,3,C
19K171,19,I.S. 171 Abraham Lincoln,Yolanda Fustanio,EMS,Middle,2.64,F ,8.5,4.4,C ,2.5,F ,1.6,F ,0,C
19K174,19,P.S. 174 Dumont,Ingrid Mason,EMS,K-8,59.09,C ,29.8,3.9,C ,3.9,D ,19.5,C ,2.5,C
19K190,19,P.S. 190 Sheffield,Stephaun Hill,EMS,Elementary,62.89,B ,42.3,5.4,C ,10.2,B ,22.7,C ,4,A
19K202,19,P.S. 202 Ernest S. Jenkyns,Pauline Smith-Gayle,EMS,K-8,59.5,D ,14.5,4.1,C ,5,D ,5.4,F ,0,C
19K213,19,P.S. 213 New Lots,Anne Lee Bernard,EMS,Elementary,62.56,D ,19.4,4.3,C ,7.5,C ,7,F ,0.5,C
19K214,19,P.S. 214 Michael Friedsam,Patricia Tubridy,EMS,Elementary,47.89,B ,50.4,8,B ,7.2,C ,30.7,B ,4.5,B
19K218,19,J.H.S. 218 James P. Sinnott,Alison Breedy,EMS,Middle,2.31,B ,50,3.5,C ,9.7,C ,33.8,B ,3,B
19K224,19,P.S. 224 Hale A. Woodruff,George Andrews,EMS,Elementary,59.58,C ,29.8,4.9,C ,5.1,D ,17.8,C ,2,B
19K260,19,P.S. 260 Breuckelen,Pierre Raymond,EMS,Elementary,60.07,,,,,,,,,,D
19K273,19,P.S. 273 Wortman,Melessa Avery,EMS,Elementary,55.96,C ,32.6,9.1,A ,7.2,C ,16.3,C ,0,C
19K290,19,P.S. 290 Juan Morel Campos,Willena George,EMS,Elementary,60.53,B ,52.2,9.8,A ,11,B ,27.9,B ,3.5,B
19K292,19,J.H.S. 292 Margaret S. Douglas,Everett Hughes,EMS,Middle,2.46,B ,54,4.8,C ,9.7,C ,33,B ,6.5,C
19K302,19,J.H.S. 302 Rafael Cordero,Lisa Linder,EMS,Middle,2.47,C ,31.6,2.9,D ,4.5,D ,23.2,C ,1,D
19K306,19,P.S. 306 Ethan Allen,Lawrence Burroughs,EMS,K-8,60.79,F ,7.1,2.4,D ,2.8,F ,1.9,F ,0,B
19K311,19,Essence School,Claudy Makelele,EMS,Middle,2.57,C ,34.4,3.6,C ,4.8,D ,22.5,C ,3.5,B
19K328,19,P.S. 328 Phyllis Wheatley,Douglas Avila,EMS,K-8,65.93,D ,19.9,6.6,B ,3.4,D ,9.4,D ,0.5,B
19K345,19,P.S. 345 Patrolman Robert Bolden,Wanda Holt,EMS,Elementary,61.22,C ,39.8,4.5,C ,5.6,D ,28.2,B ,1.5,B
19K346,19,P.S. 346 Abe Stark,Kevin Caifa,EMS,Elementary,52.72,C ,37.2,3.2,D ,6.5,C ,24.5,B ,3,C
19K364,19,I.S. 364 Gateway,Dale Kelly,EMS,Middle,2.68,C ,39.1,4.9,C ,9,C ,24.2,C ,1,B
19K409,19,East New York Family Academy,Sheila Richards,EMS,Middle,3.32,A ,71.8,7.6,B ,16.5,A ,47.6,A ,0,B
19K452,19,Frederick Douglass Academy VIII Middle School,Yolanda Martin,EMS,Middle,2.97,B ,49.9,11.3,A ,8.5,C ,28.1,B ,2,B
19K677,19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,Judy Touzin,EMS,Elementary,58.61,C ,28.1,6.3,B ,3.2,D ,18.6,C ,0,
19K678,19,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,Rose Anne Gonzalez,EMS,Middle,2.02,B ,54.1,11.8,A ,7.4,C ,30.4,B ,4.5,
20K030,20,I.S. 30 Mary White Ovington,Carol Heeraman,EMS,Middle,2.88,B ,43.5,6.9,B ,11,B ,23.6,C ,2,A
20K048,20,P.S. 048 Mapleton,Diane Picucci,EMS,Elementary,36.53,A ,60.8,5.4,C ,9.6,C ,39.3,A ,6.5,B
20K062,20,J.H.S. 062 Ditmas,Barry Kevorkian,EMS,Middle,2.29,B ,54,10.2,A ,8.8,C ,33.5,B ,1.5,A
20K069,20,P.S. 69 Vincent D. Grippo School,Jaynemarie Capetanakis,EMS,Elementary,37.82,A ,63,11.1,A ,7.3,C ,39.6,A ,5,A
20K102,20,P.S. 102 The Bayview,Ms. Theresa Dovi,EMS,Elementary,32.72,B ,50.7,6.7,B ,12.3,B ,27.2,B ,4.5,B
20K104,20,P.S./I.S. 104 The Fort Hamilton School,Ms. Marie Dibella,EMS,K-8,27.36,B ,56.5,8.1,B ,11.3,B ,29.6,B ,7.5,A
20K105,20,P.S. 105 The Blythebourne,Johanna Castronovo,EMS,Elementary,33.76,A ,58.6,9.4,A ,9.1,C ,36.1,A ,4,A
20K112,20,P.S. 112 Lefferts Park,Louise Verdemare (Alfano),EMS,Elementary,33.25,A ,71.1,9.9,A ,11.3,B ,43.4,A ,6.5,B
20K127,20,P.S. 127 Mckinley Park,Agatha Alicandro,EMS,Elementary,35.97,B ,55.2,6.7,B ,8.1,C ,33.4,B ,7,D
20K160,20,P.S. 160 William T. Sampson,Margaret Russo,EMS,Elementary,39.64,C ,31.1,8.3,B ,6.7,C ,16.1,C ,0,B
20K163,20,P.S. 163 Bath Beach,Maryann Wasmuth,EMS,Elementary,37.45,A ,65.3,9.6,A ,9,C ,41.2,A ,5.5,A
20K164,20,P.S. 164 Caesar Rodney,Margaret Choy-Shan,EMS,Elementary,53.11,A ,72.2,12.8,A ,12.8,B ,38.5,A ,8,A
20K170,20,Ralph A. Fabrizio School,Zhen (Tony) Wu,EMS,Elementary,36.92,B ,49,8.3,B ,9.7,C ,27.5,B ,3.5,B
20K176,20,P.S. 176 Ovington,Elizabeth Culkin,EMS,Elementary,31.38,A ,70.1,9.4,A ,13.3,B ,41.4,A ,6,A
20K179,20,P.S. 179 Kensington,Valerie Joseph,EMS,Elementary,44.62,C ,30.1,5.6,C ,4.3,D ,19.2,C ,1,C
20K180,20,The SEEALL Academy,Gary Williams,EMS,K-8,31.82,B ,42.3,9.5,A ,7.1,C ,22.7,C ,3,B
20K185,20,P.S. 185 Walter Kassenbrock,Kenneth Llinas,EMS,Elementary,21.54,C ,39.8,8.2,B ,9,C ,21.6,C ,1,C
20K186,20,P.S. 186 Dr. Irving A Gladstone,Bayan (Ebeid) Cadotte,EMS,Elementary,33.05,B ,50.5,8.9,A ,7.3,C ,30.8,B ,3.5,B
20K187,20,The Christa McAuliffe School\I.S. 187,Justin Berman,EMS,Middle,3.92,A ,84.5,11.1,A ,22.6,A ,49.2,A ,1.5,A
20K192,20,P.S. 192 - The Magnet School for Math and Science,Liset Isaac,EMS,K-8,52,A ,60.4,9.2,A ,4.8,D ,41.4,A ,5,A
20K200,20,P.S. 200 Benson School,Javier Muniz,EMS,Elementary,29.35,A ,58.7,4.4,C ,9.8,C ,39,A ,5.5,B
20K201,20,J.H.S. 201 The Dyker Heights,Ms. Madeleine Brennan,EMS,Middle,3.09,A ,75,7.5,B ,11.5,B ,44,A ,12,A
20K204,20,P.S. 204 Vince Lombardi,Mrs. Marie Reilly,EMS,Elementary,26.62,B ,55.4,10.8,A ,10.8,B ,32.3,B ,1.5,A
20K205,20,P.S. 205 Clarion,Beth Grater,EMS,Elementary,39.83,A ,61,5.3,C ,9.1,C ,40.6,A ,6,B
20K220,20,J.H.S. 220 John J. Pershing,Loretta Witek,EMS,Middle,2.55,C ,39.8,7.9,B ,6.3,D ,24.6,C ,1,B
20K223,20,J.H.S. 223 The Montauk,Andrew Frank,EMS,Middle,2.49,A ,62.8,8.4,B ,8.1,C ,39.3,A ,7,B
20K227,20,J.H.S. 227 Edward B. Shallow,Brenda D. Champion,EMS,Middle,2.62,A ,62.5,6.4,B ,9.4,C ,40.7,A ,6,B
20K229,20,P.S. 229 Dyker,Robert Zappulla,EMS,K-8,21.14,B ,46.7,4.2,C ,12.5,B ,26.5,B ,3.5,B
20K247,20,P.S. 247 Brooklyn,Christopher E. Ogno,EMS,Elementary,31.03,A ,75.8,6,B ,16.3,A ,47.9,A ,5.5,A
20K259,20,J.H.S. 259 William Mckinley,Janice Geary,EMS,Middle,2.88,A ,69.8,10.8,A ,10.6,B ,37.9,A ,10.5,A
20K503,20,PS 503: The School of Discovery,Bernadette Fitzgerald,EMS,Elementary,61.38,B ,43.7,10.8,A ,6.6,C ,25.2,B ,1,B
20K506,20,P.S. 506: The School of Journalism & Technology,Elizabeth Waters,EMS,Elementary,55.76,B ,55.5,10.9,A ,5.1,D ,35.5,A ,4,B
20K609,20,Urban Assembly School for Criminal Justice,Mariela Graham,EMS,Middle,2.46,A ,60.6,10.4,A ,9.7,C ,36.5,A ,4,B
21K090,21,P.S. 90 Edna Cohen School,Greta Hawkins,EMS,Elementary,53.89,A ,60.1,4.4,C ,7.2,C ,40.5,A ,8,B
21K095,21,P.S. 095 The Gravesend,Janet Ndzibah,EMS,K-8,38.84,C ,30.5,3.2,D ,3.5,D ,19.8,C ,4,C
21K096,21,I.S. 096 Seth Low,Denise Sandra Levinsky,EMS,Middle,2.52,B ,57.8,6.6,B ,8.6,C ,37.1,A ,5.5,B
21K097,21,P.S. 97 The Highlawn,Kristine Mustillo,EMS,Elementary,29.48,A ,59.7,8.6,A ,8.9,C ,37.2,A ,5,A
21K098,21,I.S. 98 Bay Academy,Maria Timo,EMS,Middle,3.48,A ,70.6,8.1,B ,15.8,A ,36.1,A ,10.5,A
21K099,21,P.S. 099 Isaac Asimov,Gregory Pirraglia,EMS,K-8,41.34,A ,63.3,8.9,A ,9.8,C ,37.6,A ,7,A
21K100,21,P.S. 100 The Coney Island School,Katherine A. Moloney,EMS,Elementary,22.78,C ,36.2,5.3,C ,9.8,C ,18,C ,3,B
21K101,21,P.S. 101 The Verrazano,Gregg Korrol,EMS,Elementary,29.91,B ,46.2,10.7,A ,11.7,B ,20.3,C ,3.5,B
21K121,21,P.S. 121 Nelson A. Rockefeller,Lillian Catalano,EMS,K-8,44.85,A ,68.7,11.2,A ,12.3,B ,40.2,A ,5,A
21K128,21,P.S. 128 Bensonhurst,Marcia Robins,EMS,Elementary,36.59,B ,43.1,11.6,A ,4.2,D ,24.3,B ,3,B
21K153,21,P.S. 153 Homecrest,Carl Santamaria,EMS,Elementary,38.15,C ,40.2,5.1,C ,9.6,C ,24,C ,1.5,B
21K177,21,P.S. 177 The Marlboro,Shoshana Singer,EMS,Elementary,37.6,B ,53.3,7.7,B ,11.3,B ,30.7,B ,3.5,A
21K188,21,P.S. 188 Michael E. Berdy,Frederick M. Tudda,EMS,Elementary,55.32,A ,76.7,9.5,A ,8.5,C ,48.2,A ,10.5,C
21K199,21,P.S. 199 Frederick Wachtel,Rosalia Bacarella,EMS,Elementary,36.34,B ,52.9,4.4,C ,10.3,B ,34.2,A ,4,B
21K209,21,P.S. 209 Margaret Mead,Frances Locurcio,EMS,K-8,35.03,B ,46.2,8,B ,6.4,C ,27.8,B ,4,C
21K212,21,P.S. 212 Lady Deborah Moody,Josephine Marsella,EMS,Elementary,45.46,B ,50.5,9.7,A ,8.2,C ,28.6,B ,4,B
21K215,21,P.S. 215 Morris H. Weiss,Antonella Bove,EMS,Elementary,30.09,A ,67.8,6.6,B ,10.4,B ,42.8,A ,8,C
21K216,21,P.S. 216 Arturo Toscanini,Celia Kaplinsky,EMS,Elementary,33.12,C ,34.5,7.7,B ,9.3,C ,17,C ,0.5,B
21K225,21,P.S. K225 - The Eileen E. Zaglin,Joseph Montebello,EMS,K-8,40.72,B ,53.6,8.8,A ,7.4,C ,27.9,B ,9.5,A
21K226,21,P.S. 226 Alfred De B.Mason,Sherry Tannenbaum,EMS,K-8,42.38,B ,53.4,9.2,A ,8.7,C ,31,B ,4.5,A
21K228,21,I.S. 228 David A. Boody,Dominick D'Angelo,EMS,Middle,2.81,C ,34.7,8.4,B ,8,C ,16.3,C ,2,C
21K238,21,P.S. 238 Anne Sullivan,Harla Joy Musoff-Weiss,EMS,K-8,51.42,B ,41.3,11.1,A ,6.3,C ,21.9,C ,2,B
21K239,21,Mark Twain I.S. 239 for the Gifted & Talented,Carol Moore,EMS,Middle,3.76,A ,75.6,10.7,A ,19.4,A ,40.5,A ,5,A
21K253,21,P.S. 253,Lisa Speroni,EMS,Elementary,46.73,A ,72.5,13.6,A ,10.6,B ,40.8,A ,7.5,A
21K281,21,I.S. 281 Joseph B Cavallaro,Stephen Rosenblum,EMS,Middle,2.76,A ,58.2,6.9,B ,11.7,B ,33.1,B ,6.5,B
21K288,21,P.S. 288 The Shirley Tanyhill,Joelene-Lynette Kinard,EMS,K-8,62.21,B ,43.2,3.6,D ,5,D ,31.1,B ,3.5,A
21K303,21,I.S. 303 Herbert S. Eisenberg,Mr. Gary Ingrassia,EMS,Middle,2.62,A ,62.3,11.5,A ,13.8,B ,30.5,B ,6.5,B
21K329,21,P.S. 329 Surfside,Salema Marbury,EMS,Elementary,58.95,B ,53.3,9.6,A ,9.5,C ,30.2,B ,4,C
21K468,21,Kingsborough Early College School,Connie Hamilton,EMS,Middle,2.7,B ,57.3,8.4,B ,12.2,B ,33.2,B ,3.5,B
21K690,21,Brooklyn Studio Secondary School,Andrea Ciliotta,EMS,Middle,2.51,B ,53.4,5.4,C ,15.2,A ,28.8,B ,4,A
22K014,22,J.H.S. 014 Shell Bank,Anne Tully,EMS,Middle,2.06,A ,61.1,9.4,A ,10.7,B ,34,B ,7,C
22K052,22,P.S. 052 Sheepshead Bay,Ilene Altschul,EMS,Elementary,36.98,C ,38,7.7,B ,7.1,C ,20.2,C ,3,B
22K078,22,J.H.S. 078 Roy H. Mann,Jacek Polubiec,EMS,Middle,2.54,C ,33.9,6.5,B ,7,C ,18.4,C ,2,C
22K109,22,P.S. 109,Joan Thomas,EMS,K-8,60.86,C ,26.1,5.8,C ,5.4,D ,13.4,D ,1.5,B
22K119,22,P.S. 119 Amersfort,Lisa Fernandez,EMS,Elementary,50.38,B ,46.9,12.5,A ,8,C ,25.3,B ,1,B
22K134,22,P.S. K134,Debra Ramsaran,EMS,Elementary,52.01,A ,72.5,9.2,A ,16.4,A ,40.9,A ,6,A
22K139,22,P.S. 139 Alexine A. Fenty,Mary Mcdonald,EMS,Elementary,52.05,B ,47.6,4.7,C ,9.2,C ,31.1,B ,2.5,C
22K152,22,School of Science & Technology,Dr. Rhonda D. Farkas,EMS,Elementary,53.6,B ,41,9.7,A ,7,C ,23.8,C ,0.5,C
22K193,22,P.S. 193 Gil Hodges,Frank A. Cimino,EMS,Elementary,44.79,C ,38.3,7.9,B ,11.4,B ,18.5,C ,0.5,B
22K194,22,P.S. 194 Raoul Wallenberg,Mary Zissler-Lynch,EMS,Elementary,56.21,C ,33.7,6.8,B ,6.4,C ,19,C ,1.5,C
22K195,22,P.S. 195 Manhattan Beach,Arthur Forman,EMS,Elementary,10.97,B ,42.2,8.1,B ,12.6,B ,20,C ,1.5,A
22K197,22,P.S. 197 Brooklyn,Rosemarie Barbiere Nicoletti,EMS,Elementary,41.35,B ,50.4,9.1,A ,9.2,C ,26.6,B ,5.5,A
